ID;categorie;titres;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations;netflix_original;nombre_occurrence
60024918;Mondes épiques;Fusion;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABb94EQ2L4GNt4w16d0BNaVRT8N38Nn1Sy1bHlBd-w0Lfcy8d14mneDLikBy2_Dj9fxBcwxRKw973Uq1flA6oVNGVJ9qBM7giIKs.webp?r=fe2;2003;2 h 15 min;;13+;Le noyau interne de la Terre ne tourne plus, et le scientifique Josh Keyes doit comprendre pourquoi afin de sauver le monde d'une destruction certaine.;;1;Jon Amiel;Aaron Eckhart,Hilary Swank,Delroy Lindo,Stanley Tucci,DJ Qualls,Richard Jenkins,Tchéky Karyo,Bruce Greenwood,Alfre Woodard;Cooper Layne,John Rogers;Films SF,Films d'action;Suspense;81044417,80216309,70251536,80017529,70056430,81074110,80206300,80158764,81040362,70305903,81194641,60022974,81023636,80218306,80067831,80170280,70208104,80167481,22013422,80098202,80029196,70108779,80236421,80237937,81067760,70060015;False;1
60024922;Blockbusters;8 Mile;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbvPzL7ugE7TAA5FOgXZFEpNObsIMUtIoYo44DTZJkdDjHV0HyGmwetJ9b_WQ5iSPEIP9XtDFay3gJB6oYeZ4VefEpMD54SsUAU.webp?r=410;2002;1 h 50 min;Recommandé à 55 %;16+;En 1995 à Détroit, un rappeur talentueux tente de s'imposer sur la scène hip-hop locale. Eminem est à l'affiche de ce drame salué par la critique et inspiré de sa vie.;;0;Curtis Hanson;Eminem,Kim Basinger,Mekhi Phifer,Brittany Murphy,Evan Jones,Omar Benson Miller,De'Angelo Wilson,Eugene Byrd,Taryn Manning,Proof,Michael Shannon,Anthony Mackie;Scott Silver;Musique,Drames,Culture Hip-hop,Drames sociaux;;60011663,80242342,80058397,60011152,70178624,60020749,60024942,70044605,80216302,81557402,81092221,80226923,81603987,80096984,80177416,70119811,60000417,80999009,328438,80015343,80013871,70132721,80176893,80207506,70084788,60029681;False;1
60024942;Blockbusters;Arrête-moi si tu peux;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXxKC4rpPAV-QT9O9jMBdri5lwkY_YoO2jAOVgHyL74oK74pS6qtoPncDULH2atSvUcUFwOn2thhWRYwzsMAVrNkf9feQ3Hsq4E.webp?r=0f4;2002;2 h 21 min;Recommandé à 55 %;13+;Un agent du FBI s'est donné pour mission de mettre un escroc rusé, Frank Abagnale Jr., en prison. Frank, quant à lui, se délecte de ce jeu du chat et de la souris.;;0;Steven Spielberg;Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,James Brolin,Brian Howe,Frank John Hughes,Steve Eastin;Jeff Nathanson;Films policiers,Drames,Films inspirés de livres,Films inspirés de faits réels,Drames primés;;60011663,80101899,80121192,81064867,80017529,60011152,70305903,70044605,70243460,70201437,70189289,81092221,18907685,70119811,60000417,81252357,70230640,80015343,268371,80013871,70132721,81140933,60024922,70084788,80207506,60029681;False;1
60027106;Anime;Kiki la petite sorcière;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABc8z-dDA-H_7P0TJJX39wjUYEw79HxZamvyB2LRUKK0W2MXyLxl4iNNYiZwagunctXqQ5MXniCD3uNQFzgXfppkwvqVhLOjxOvI.webp?r=e1c;1989;1 h 43 min;;7+;Dans cette aventure animée, une jeune sorcière part loin de sa famille pour pratiquer la magie, mais découvre que se faire de nouveaux amis n'est pas si facile.;;0;Hayao Miyazaki;Minami Takayama,Rei Sakuma,Keiko Toda,Kappei Yamaguchi,Mieko Nobusawa,Haruko Kato,Hiroko Seki,Koichi Miura;;Films pour la famille,Films jeunesse et famille,Japonais,Animation japonaise inspirée de livres,Aventures en famille;;81316559,80158156,70019062,81478031,70106454,70216227,70028883,81616116,60020686,81050106,70045021,60027393,60032294,60023642,81311604,81143068,81026605,70019058,70109889,81214399,81451264;False;1
60027393;Anime;Le Château dans le ciel;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQZ0Ja2hG79ULuvnkE1XPTNkQPw6kABjMHqisI1vfxbgRhA3MNPT5cF4LoWGw1NTkYGWqknVs6bjY43wG1wiFqYgrYZX0_WoBmo.webp?r=5e4;1986;2 h 4 min;;7+;Dans cette aventure animée japonaise pour enfants, un jeune mineur et une mystérieuse jeune fille cherchent une île disparue réputée abriter de grandes richesses.;;0;Hayao Miyazaki;Mayumi Tanaka,Keiko Yokozawa,Kotoe Hatsui,Minori Terada,Fujio Tokita;;Films pour la famille,Films jeunesse et famille,Japonais,Aventures en famille,Films d'animation;;81316559,80158156,70002007,70019062,81478031,70106454,70216227,70028883,81616116,60020686,81050106,70045021,60032294,60023642,81143068,81311604,70142405,81026605,81475311,70019058,70109889,60027106,81214399,81451264;False;1
60028308;Films d'époque;Robin des Bois, prince des voleurs;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfTeBBNoWZDkHZrXGDyigi-Z-aYOm0LrE5E6KeGyqk2TKz7zSMJOHih9Vu6lTiLfqH60TRyl8qki4UXMvmJKMwZ9_48xVb26V-w.webp?r=4ed;1991;2 h 22 min;;16+;Quand l'ignoble shérif de Nottingham assassine le père de Robin des Bois, le légendaire hors-la-loi jure de se venger et rejoint une bande de villageois en exil.;violence sexuelle;0;Kevin Reynolds;Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio,Christian Slater,Alan Rickman,Michael McShane,Geraldine McEwan,Nick Brimble,Brian Blessed,Michael Wincott;Pen Densham,John Watson;Films romantiques,Films d'époque,Films d'action;Montée d'adrénaline;60020626,60011663,20559714,81582615,80017529,70056430,60011152,60022974,60001044,80197619,81035551,81603987,70305899,5670479,80182016,70189304,80190859,70208104,80013871,80098202,505789,80133543,70111323,60026139,70056440,80014727;False;3
60032294;Anime;Mon voisin Totoro;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZv50OMgeTfXCucAvilDZD_UHkKBEwsbSk07tg8lRoDHgHuxEoFLwExXhOQKoBrOB_8WjVyXyOJs7dV3iksJx7U42R_UEfTf9Z0.webp?r=808;1988;1 h 27 min;;TOUS PUBLICS;Quand leur mère est hospitalisée, deux jeunes sœurs passent un été dans la campagne japonaise avec leur père.;;0;Hayao Miyazaki;Noriko Hidaka,Chika Sakamoto,Shigesato Itoi,Sumi Shimamoto,Tanie Kitabayashi,Hitoshi Takagi;;Films pour la famille,Films jeunesse et famille,Japonais,Films d'animation,Films d'animation japonaise;;81316559,80158156,70019062,81478031,70106454,81191047,70216227,70028883,81616116,81424426,60020686,81050106,70045021,60027393,60023642,81311604,81143068,81026605,81475311,70019058,60027106,81214399,81186971,70250213,81451264,81099996;False;1
70018720;Mondes épiques;Elektra;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUSyrkhdB2PNqk7HP0UCwdT69Y-oefNh0LwakBIHmP1Xar-E9lH9-q7yMZTT67KLbwuVRZmBcVlt1AxevQO6yeqA0r8cgctmVP0.webp?r=e5e;2005;1 h 36 min;;13+;Elektra se met à dos une organisation criminelle en refusant d'exécuter sa mission pour épargner une jeune fille aux facultés extraordinaires… et pour son propre salut.;;0;Rob Bowman;Jennifer Garner,Goran Visnjic,Kirsten Prout,Will Yun Lee,Cary-Hiroyuki Tagawa,Terence Stamp,Natassia Malthe,Bob Sapp,Chris Ackerman,Colin Cunningham;;Films SF,Films d'action;Suspense;80161352,70119441,81034865,81030627,80216200,70251536,80017529,70056430,80200573,81171201,81279324,81165134,60026139,81465109,60022974,70065116,60001044,81004278,80013871,81073022,70060015,81086887,318960,80133543,80237937,80014727;False;1
70020509;Blockbusters|Films d'action et d'aventure;Heat;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXScspTu6bFwy1nQKTxjHcKNG-3fvmQxCzlIb9X7Mo0Q0ZfrKUimMMhGWLt0UMx1Hg7YSiHfb-7MekyBCfIrN0NvVbbTZtFpYZc.webp?r=a4a;1995;2 h 50 min;;16+;Un braquage tourne mal, donnant lieu à un dangereux jeu du chat et de la souris entre un génie du crime et un inspecteur dur à cuire prêt à tout pour l'attraper.;violence, violence sexuelle, suicide;0;Michael Mann;Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Diane Venora,Amy Brenneman,Ashley Judd,Mykelti Williamson,Wes Studi;Michael Mann;Films policiers,Policiers d'action,Films d'action;Violent;81030627,1151721,80017529,70056430,80190534,80111425,81279324,70243460,80170988,60022974,81557402,18907685,70044379,81249833,81370440,80236390,60028308,70189304,80071227,70208104,80013871,80098202,70305892,60026139,60029681,81612863;False;3
70028883;Anime;Le Château ambulant;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZ6AfAg1m9BoRM_4oU3I0fzrPAN16qLp2MIDAg94o_2YP4lNR2xnF_mbRNYyiIJHi0hcB-nDp-C9aBXjybwjykQQKGeHglbdux8.webp?r=b8f;2004;1 h 59 min;;10+;L'adolescente Sophie mène un quotidien monotone dans la boutique de chapeaux de son père décédé, jusqu'au jour où elle est transformée en vieille femme par un sortilège.;;0;Hayao Miyazaki;Chieko Baisho,Takuya Kimura,Akihiro Miwa,Tatsuya Gashuin,Ryunosuke Kamiki,Mitsunori Isaki,Yo Oizumi,Akio Otsuka,Daijiro Harada,Haruko Kato;;Films pour la famille,Films jeunesse et famille,Japonais,Animation japonaise inspirée de livres,Aventures en famille;;81316559,80158156,70019062,81478031,70106454,70216227,81616116,60020686,70243449,70045021,60027393,60032294,60023642,81143068,81311604,70142405,81026605,70019058,70109889,60027106;False;1
70056430;Films d'action et d'aventure;Shooter, tireur d'élite;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABY2LxSUl-VjBeGmcL_WYRxKSWeouNJ3HWJBNtv9AeJPg0n5gKkDlZhiX79WC636u_Z1GzW-feyW34v0GSPAR47zxrDLRnQhFfmHFdsaJL76Wwx8DGulajnmHYSmGLa__qfFooQ51F8PnFr_-Dm0GTdG6HGkqVqTmpo0.webp?r=098;2007;2 h 6 min;Nouveau;16+;Un tireur d'élite est arraché à sa vie solitaire par des collègues qui ont besoin d'aide pour arrêter un complot contre le président, mais tout cela n'est qu'un piège.;violence;1;Antoine Fuqua;Mark Wahlberg,Michael Peña,Danny Glover,Kate Mara,Elias Koteas,Rhona Mitra,Jonathan Walker,Louis Ferreira,Rade Serbedzija,Tate Donovan,Mackenzie Gray,Ned Beatty;Jonathan Lemkin;Intrigues,Films inspirés de livres,Films d'action;Suspense;70143836,81030627,80017529,80190534,80111425,81279324,70020509,60022974,60029196,81557402,81458368,81370440,80236390,60028308,81005492,70189304,80071227,70208104,70281312,80013871,81073022,80098202,70305892,60026139,80113647,81612863;False;1
70056440;Films d'action et d'aventure;300;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXBb1X0I4FTnYmm-7EGYmQ8n34sxTFA-eqec27fKPXJNJi-UyV0gq5NVhccO5BmY_RsGaXKg_gjgDnSEYcHXcxEG0gr1rzS71IA.webp?r=308;2007;1 h 56 min;;18+;Léonidas, roi de Sparte, mène 300 vaillants guerriers dans une bataille épique et sanglante dans les Thermopyles contre l'armée du roi Xerxès.;violence, violence sexuelle;0;Zack Snyder;Gerard Butler,Lena Headey,Dominic West,David Wenham,Vincent Regan,Michael Fassbender,Tom Wisdom,Andrew Pleavin,Andrew Tiernan,Rodrigo Santoro,Giovani Cimmino;Zack Snyder,Kurt Johnstad,Michael B. Gordon;Films sur l'armée,Films d'action;Violent;80161352,81582615,80216309,80017529,70056430,70305907,80093133,70065116,81557402,70301870,81004278,70305899,60028308,80014727,80170280,80091595,80190859,70208104,80013871,81073022,80098202,80175352,80133543,70111323,80237937,70060015;False;1
70060015;Mondes épiques|Blockbusters;Je suis une légende;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABf5T6nKXD4QCXJeT-n5y059GxCB5y7nb6UjZHaF258tJ5oRovfVFFG02Dz_eIDXkVH-lvIXu2JyxqDCU5HqD2rDH4VarBuADslE.webp?r=a11;2007;1 h 40 min;;13+;Après une catastrophe planétaire, un scientifique de l'armée lutte pour survivre dans les rues d'un New York assiégé par des mutants nocturnes assoiffés de sang.;;0;Francis Lawrence;Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield,Willow Smith,Dash Mihok;Mark Protosevich,Akiva Goldsman;Films SF,Films inspirés de livres,Films d'action;Sombre,Suspense;80119234,81030627,70177057,80216309,70251536,80017529,81186049,70305903,81046394,80196789,81128579,81004278,81152992,80067831,70097577,80091595,80185760,70208104,60001650,80167481,80013871,81073022,80098202,80029196,70108779,70056440,80237937;False;2
70079583;Blockbusters;The Dark Knight : le chevalier noir;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbOHRtRIVR0pLANDzPWGtRDtO7rA12sZepTmJ4CS9wrgW8af20ywFkwm1UuqUlOD3Uo3NOafUKA91F2TFk8uFHvZwGM9Z9XdTb0.webp?r=151;2008;2 h 32 min;;16+;Batman, le lieutenant Gordon et le procureur Harvey Dent s'allient contre le Joker, le génie du crime au maquillage macabre qui terrorise Gotham City.;violence;0;Christopher Nolan;Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Maggie Gyllenhaal,Gary Oldman,Morgan Freeman,Monique Gabriela Curnen;Christopher Nolan,David S. Goyer,Jonathan Nolan;Films d'action;Sombre;70143836,81030627,80017529,70208599,81165134,60026139,80166369,80187362,70065116,80236314,81092221,70208247,80218200,70305899,80236390,60036230,80157091,80027042,80091595,80013871,81073022,70305892,80237937,60029681,70060015;False;1
70106454;Anime;Ponyo sur la falaise;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdklBOoSiKkXuTK8AHyFfGaRAZIEPSlHTMWkCVgnVz9UV7s4K9dGDEkpHQ3qFgHcit8-NZT-82z2zjAtwbqAooVDUPByt6OmIvE.webp?r=a89;2008;1 h 41 min;;7+;Un garçonnet de 5 ans appelé Sosuke se lie d'amitié avec Ponyo, une princesse poisson rouge qui veut à tout prix devenir humaine.;;0;Hayao Miyazaki;Tomoko Yamaguchi,Kazushige Nagashima,Yuki Amami,George Tokoro,Hiroki Doi,Yuria Nara,Akiko Yano,Kazuko Yoshiyuki,Tomoko Naraoka;;Films pour la famille,Films jeunesse et famille,Japonais,Aventures en famille,Films d'animation;;81316559,80158156,70019062,81478031,70113007,70216227,70028883,81616116,60020686,81050106,70045021,60027393,60032294,60023642,81143068,81311604,81026605,81475311,70019058,70109889,60027106,81451264;False;1
70111323;Films d'époque;Robin des bois;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSVig1aqVeWc8_4WG9fODgfyx7TJpY0lpzhGkNOSDZS9IkIwHL1tU1RvPE3lfFqyVKNx-JZzaJrbSW0BP_TmDufzzefL-ItYvPA.webp?r=6aa;2010;2 h 20 min;;13+;Dans cette adaptation à grand budget, le soldat Robin tombe sur un Robert de Loxley mourant et lui promet d'aller à Nottingham pour remettre son épée à sa famille.;;1;Ridley Scott;Russell Crowe,Cate Blanchett,Max von Sydow,William Hurt,Mark Strong,Oscar Isaac,Danny Huston,Eileen Atkins,Mark Addy,Matthew Macfadyen,Kevin Durand,Scott Grimes;Brian Helgeland,Ethan Reiff,Cyrus Voris;Films d'époque,Drames sociaux,Films d'action;;60020626,60011663,80161352,81582615,80200571,70251536,80017529,60011152,70065116,60001044,70301870,81603987,81004278,60028308,70305899,5670479,80182016,80190859,80013871,81073022,80098202,505789,80133543,70056440,20559714,80014727;False;1
